Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
3,16-11-17 18:08,16-11-17 18:37,35.834667,-78.638649,35.834667,-78.638649,0,Accident on I-440 Eastbound at Exits 8A 8B Six Forks Rd.,nan,Six Forks Rd,R,Raleigh,Wake,NC,27609,US,US/Eastern,KRDU,16-11-17 17:51,55.9,nan,47,30.01,10,Calm,nan,nan,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
2,13-06-19 8:10,13-06-19 8:39,39.75462,-75.13387,39.722949,-75.15325,2.418,Between CR-553/Exit 53 and US-322/Exit 50 - Accident. Lane blocked.,nan,NJ-55 S,R,Sewell,Gloucester,NJ,8080,US,US/Eastern,KPHL,13-06-19 8:05,57,57,89,29.84,5,ENE,10,0.03,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,01-03-18 15:56,01-03-18 21:56,37.201999,-77.435838,37.200631,-77.430975,0.284,At Squirrel Level Rd/Exit 65 - Accident involving heavy truck. Right lane closed. Hard shoulder closed.,nan,I-85 S,R,Petersburg,Petersburg,VA,23803,US,US/Eastern,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,11-07-19 10:29,11-07-19 10:59,47.582189,-122.219928,47.581874,-122.2193,0.036,At before Mercer Way/Exit 8 - Accident.,nan,I-90 E,R,Mercer Island,King,WA,98040,US,US/Pacific,KBFI,11-07-19 10:53,68,68,68,30.12,10,S,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,01-12-20 14:06,01-12-20 16:25,39.881268,-75.102953,39.88367,-75.103333,0.167,Incident on I-76 WB near COUNTY HWY-634 Expect delays.,nan,I-76 W,R,Gloucester City,Camden,NJ,8030,US,US/Eastern,KPHL,01-12-20 13:54,45,36,56,29.63,10,WSW,24,0,Mostly Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,11-05-20 18:10,11-05-20 18:45,37.3536,-77.3966,37.35362,-77.39668,0.005,At Old Bermuda Hundred Rd/Meadowville Rd - Accident.,1895,W Hundred Rd,L,Chester,Chesterfield,VA,23836,US,US/Eastern,KFCI,11-05-20 17:56,61,61,35,29.72,10,N,13,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
3,07-01-17 0:33,07-01-17 6:33,28.57991,-81.37501,28.58017,-81.37501,0.018,At Par Ave/Exit 86 - Accident.,nan,I-4 E,R,Orlando,Orange,FL,32804,US,US/Eastern,KORL,07-01-17 0:32,64,nan,96,29.94,3,East,6.9,0.56,Light Thunderstorms and Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,03-12-20 21:07,03-12-20 22:50,32.332948,-95.336723,32.33291,-95.340541,0.223,Incident on ROBERTSON RD near S SOUTHWEST LOOP 323 Drive with caution.,1500,S Bennett Ave,L,Tyler,Smith,TX,75701-2515,US,US/Central,KTYR,03-12-20 20:53,45,42,80,29.63,10,NW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,02-08-18 16:20,02-08-18 22:20,34.23465,-117.42176,34.24052,-117.42987,0.616,At Kenwood Ave - Accident.,nan,I-15 N,R,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,02-08-18 16:45,98.6,nan,19,29.87,6,West,9.2,nan,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,02-06-18 20:28,03-06-18 2:28,38.87545,-121.13096,38.873375,-121.131615,0.148,At Newcastle Rd - Accident. Fallen power cables.,nan,I-80 W,R,Newcastle,Placer,CA,95658,US,US/Pacific,KAUN,02-06-18 20:35,73.4,nan,47,29.96,10,Calm,nan,nan,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
3,09-04-18 7:23,09-04-18 7:53,36.139847,-86.726471,36.139847,-86.726471,0,Accident on I-24 Eastbound at Exit 213A.,nan,I-40 E,R,Nashville,Davidson,TN,37217,US,US/Central,KBNA,09-04-18 6:53,44.1,nan,63,30,10,Calm,nan,nan,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,11-07-17 15:48,11-07-17 16:18,42.909824,-85.627533,42.909824,-85.627533,0,Accident on Kalamazoo Ave at Shangrai la Dr.,1598,Shangrai la Dr SE,R,Grand Rapids,Kent,MI,49508-1447,US,US/Eastern,KGRR,11-07-17 15:53,86,nan,59,29.87,10,SSW,6.9,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
4,07-03-17 13:39,07-03-17 19:39,41.43754,-82.82379,41.442527,-82.807061,0.932,Closed between OH-269/Martins Point Rd and McCartney Rd - Road closed due to accident.,900,Prairie Rd,R,Sandusky,Erie,OH,44870-9744,US,US/Eastern,KPCW,07-03-17 13:34,59,nan,82,29.82,10,WSW,16.1,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,22-12-18 16:29,22-12-18 20:29,45.48903,-122.67628,45.49112,-122.67438,0.171,At OR-43/Macadam Ave/Exit 299 - Accident.,4802,SW Corbett Ave,L,Portland,Multnomah,OR,97239-3960,US,US/Pacific,KPDX,22-12-18 16:53,45,39.3,56,30.05,10,SE,11.5,nan,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,09-12-20 12:39,09-12-20 14:19,38.393859,-81.809732,38.391804,-81.809979,0.143,Incident on RED OAK DR near 1ST AVE Drive with caution.,41,Bedrock Rd,L,Nitro,Kanawha,WV,25143,US,US/Eastern,KCRW,09-12-20 12:54,48,43,56,28.84,10,WSW,12,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,15:00.0,30:12.0,28.67158,-81.556674,28.69517,-81.559004,1.636,Incident on FL-429 NB near LUST RD Drive with caution.,nan,Daniel Webster Western Beltway N,R,Apopka,Orange,FL,32703,US,US/Eastern,KORL,28-09-20 2:53,77,77,90,29.76,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,09-02-20 16:01,09-02-20 19:13,44.93567,-94.62288,44.93567,-94.62288,0,At MN-4/Milky Way - Accident.,57554,Minnesota Highway 7,R,Cosmos,Meeker,MN,56228-7907,US,US/Central,KLJF,09-02-20 15:55,21,11,74,28.86,10,NW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,31-08-19 19:55,31-08-19 22:08,33.637836,-117.856063,33.637836,-117.856063,0,At MacArthur Blvd - Accident.,nan,Bison Ave,R,Irvine,Orange,CA,92617,US,US/Pacific,KSNA,31-08-19 19:53,74,74,73,29.78,9,SW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
2,05-11-19 7:36,05-11-19 9:05,28.016029,-82.244637,28.016029,-82.244637,0,Accident on US-92 Northbound at Mcintosh Rd.,4343,McIntosh Rd,R,Dover,Hillsborough,FL,33527-4839,US,US/Eastern,KPCM,05-11-19 7:53,73,73,94,29.86,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
2,17-09-16 16:51,17-09-16 17:21,28.37298,-81.503807,28.37298,-81.503807,0,Accident on FL-535 at Lake Bryan Dr.,13298,State Road 535,R,Orlando,Orange,FL,32821,US,US/Eastern,KMCO,17-09-16 16:53,82.9,nan,77,29.98,10,ESE,9.2,nan,Thunderstorm,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,14-12-17 6:51,14-12-17 7:20,32.717197,-114.6129,nan,nan,0.920000017,Accident on exit ramp from I-8 Eastbound to Giss Pkwy.,nan,I-8 E,R,Yuma,Yuma,AZ,85365,US,US/Mountain,KNYL,14-12-17 6:57,46,43.1,30,29.94,7,NE,5.8,nan,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
2,17-09-19 12:27,17-09-19 13:27,37.423672,-77.630211,37.423672,-77.630211,0,Heavy traffic left hand shoulder closed and left lane closed due to accident on VA-288 Northbound near US-360 Hull St Rd.,nan,VA-288 N,R,Midlothian,Chesterfield,VA,23112,US,US/Eastern,KFCI,17-09-19 12:27,75,75,73,29.81,10,E,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,29-04-17 2:26,29-04-17 8:26,42.474935,-83.169084,42.47567,-83.19037,1.086,At 10 Mile Rd/Exit 14 - Accident.,nan,Walter P Reuther Fwy,R,Huntington Woods,Oakland,MI,48070,US,US/Eastern,KVLL,29-04-17 2:34,55.9,nan,73,30.01,10,WNW,4.6,nan,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,29-10-20 21:26,30-10-20 1:29,33.157949,-117.207208,33.130674,-117.118321,5.477,Slow traffic on CA-78 from Sycamore Ave (CA-78) to Nordahl Rd (CA-78) due to accident.,nan,CA-78 E,R,Vista,San Diego,CA,92081,US,US/Pacific,KCRQ,29-10-20 21:53,62,62,72,29.65,6,E,3,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,03-12-19 8:10,03-12-19 11:09,37.93209,-122.399839,37.93209,-122.399839,0,At Western Dr - Accident.,nan,I-580 W,R,Richmond,Contra Costa,CA,94801,US,US/Pacific,KCCR,03-12-19 7:53,53,53,83,30.07,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,31-01-20 20:48,31-01-20 21:17,35.273018,-80.842606,35.273018,-80.842606,0,Accident on I-85 Northbound at Exits 38 39 I-77 Exits 13A 13B.,nan,I-85 N,R,Charlotte,Mecklenburg,NC,28206,US,US/Eastern,KCLT,31-01-20 20:52,37,32,93,29.33,4,NNE,6,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,18-08-16 7:43,18-08-16 8:13,29.546144,-98.436035,29.546144,-98.436035,0,Accident on Wetmore Rd at Wurzbach Pkwy.,nan,Wurzbach Pkwy,R,San Antonio,Bexar,TX,78247,US,US/Central,KSAT,18-08-16 7:51,75.9,nan,94,30.03,4,East,3.5,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
3,27-02-17 11:07,27-02-17 11:36,39.6395,-84.231361,nan,nan,0.01,Accident on I-75 Southbound at Exit 44 OH-725 Miamisburg Centerville Rd.,nan,Miamisburg Centerville Rd,R,Dayton,Montgomery,OH,45449,US,US/Eastern,KMGY,27-02-17 11:11,45,40.6,76,30.25,10,South,8.1,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,08-09-17 13:07,08-09-17 13:36,37.765285,-122.404907,37.765285,-122.404907,0,#1 lane blocked due to accident on US-101 Northbound at I-80.,nan,San Francisco-Oakland Bay Bridge,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,08-09-17 12:56,71.1,nan,66,29.91,9,WNW,17.3,nan,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,30-10-18 4:16,30-10-18 4:44,29.729122,-95.64399,29.729122,-95.64399,0,Accident on TX-6 Northbound at Richmond Ave.,2800,Highway 6 S,L,Houston,Harris,TX,77082-1708,US,US/Central,KSGR,30-10-18 3:53,66.9,nan,93,30.02,10,SE,4.6,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
2,23-09-16 9:00,23-09-16 15:00,34.751664,-118.79549,34.755836,-118.79559,0.288,At CA-138 Southern Split - Accident. Right lane blocked.,nan,I-5 N,R,Lebec,Los Angeles,CA,93243,US,US/Pacific,KSDB,23-09-16 8:48,52,nan,54,30.06,10,Variable,5.8,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,05-11-18 17:44,05-11-18 18:28,47.662163,-122.346436,47.662163,-122.346436,0,Accident on 46th St at Whitman Ave.,nan,N 46th St,R,Seattle,King,WA,98103,US,US/Pacific,KBFI,05-11-18 17:53,52,nan,77,30.05,10,South,5.8,nan,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
2,02-12-20 12:13,02-12-20 15:48,30.872032,-85.162135,30.874536,-85.16191,0.174,Incident on BRYAN ST near PEANUT ST Expect delays.,5199,Peanut St,L,Greenwood,Jackson,FL,32443-1726,US,US/Central,KMAI,02-12-20 11:53,54,54,33,30.22,10,VAR,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,18-08-18 12:20,18-08-18 12:50,39.87186,-104.9877,39.86277,-104.98771,0.628,At Thornton Pky/Exit 220 - Accident. Center lane blocked.,nan,I-25 S,R,Denver,Adams,CO,80229,US,US/Mountain,KBJC,18-08-18 12:50,66.2,nan,68,30.21,10,Calm,nan,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,16-08-17 18:28,16-08-17 19:13,32.310108,-90.163574,32.310108,-90.163574,0,Two lanes blocked and very slow traffic due to accident on I-55 Northbound at Exit 96C Fortification St.,nan,E Fortification St,R,Jackson,Hinds,MS,39202,US,US/Central,KHKS,16-08-17 18:53,75,nan,100,30.03,10,South,6.9,nan,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,24-05-18 17:10,24-05-18 23:10,41.66162,-87.73602,41.66523,-87.7469,0.614,At IL-50/Cicero Ave - Accident.,nan,I-294 N,R,Alsip,Cook,IL,60803,US,US/Central,KMDW,24-05-18 16:53,86,nan,36,30.04,10,East,10.4,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,09-08-17 22:35,10-08-17 4:35,38.87033,-77.30082,38.86779,-77.31505,0.785,At VA-123/Exit 60 - Accident.,nan,I-66 W,R,Fairfax,Fairfax County,VA,22030,US,US/Eastern,KIAD,09-08-17 22:52,66,nan,84,30.23,10,SSE,3.5,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
3,05-10-20 16:51,05-10-20 17:51,35.131241,-90.024117,35.131241,-90.024117,0,Lane blocked due to accident on I-240 Northbound at Exit 29 US-78 Lamar Ave.,nan,I-240 S,R,Memphis,Shelby,TN,38104,US,US/Central,KMEM,05-10-20 16:54,69,69,35,29.77,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
3,19-06-20 15:16,19-06-20 16:26,33.811626,-118.16198,nan,nan,0,Lane blocked due to accident on I-405 Southbound at Exits 29A 29B 29C 30A 30B Cherry Ave.,nan,I-405 S,R,Long Beach,Los Angeles,CA,90806,US,US/Pacific,KLGB,19-06-20 14:53,74,74,53,29.85,10,SSW,12,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,28-05-19 17:30,28-05-19 18:00,33.82962,-84.34096,33.83406,-84.33088,0.655,At GA-42/Druid Hills Rd/Exit 89 - Accident. Right lane blocked.,nan,GA-403 N,R,Atlanta,DeKalb,GA,30329,US,US/Eastern,KPDK,28-05-19 17:53,92,92,30,28.85,10,SW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,15-09-19 12:30,15-09-19 15:21,34.934436,-119.580899,34.934436,-119.580899,0,At US-101 - Accident.,1832,Highway 166,L,Santa Margarita,San Luis Obispo,CA,93453,US,US/Pacific,KSBP,15-09-19 12:56,75,75,51,29.68,10,VAR,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,28-06-16 20:28,29-06-16 2:28,35.76898,-78.7271,35.7722,-78.7193,0.491,At Jones Franklin Rd/Exit 1 - Accident.,nan,US-1 N,R,Raleigh,Wake,NC,27606,US,US/Eastern,KRDU,28-06-16 20:51,72,nan,91,29.94,10,South,3.5,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,13-12-16 10:51,13-12-16 11:20,37.712631,-121.409401,37.712631,-121.409401,0,Accident on Eastlake Cir at Bear Pl.,1099,Bear Pl,R,Tracy,San Joaquin,CA,95304-5914,US,US/Pacific,KSCK,13-12-16 10:55,53.1,nan,86,30.14,7,East,8.1,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,27-11-20 22:11,28-11-20 2:24,30.446523,-90.139831,30.437631,-90.113123,1.705,Slow traffic on I-12 E from LA-1077/Exit 57 (I-12) to US-190 (I-12) due to accident.,nan,I-12 E,R,Covington,St. Tammany,LA,70433,US,US/Central,KHDC,27-11-20 22:15,64,64,100,29.99,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,08-10-20 22:25,09-10-20 0:10,43.661481,-123.73793,43.672951,-123.65206,4.364,Incident on OR-38 EB near MP 26 Drive with caution.,24434,State Highway 38,R,Scottsburg,Douglas,OR,97473,US,US/Pacific,KOTH,08-10-20 21:56,55,55,100,29.95,6,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,15-10-19 8:29,15-10-19 10:14,34.098995,-80.957748,34.098995,-80.957748,0,Accident on SC-555 Farrow Rd at SC-277.,nan,I-77 N,R,Columbia,Richland,SC,29223,US,US/Eastern,KCUB,15-10-19 8:53,61,61,83,29.9,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,16-05-17 5:25,16-05-17 11:25,35.19532,-80.88384,35.20025,-80.88147,0.366,At Clanton Rd/Exit 7 - Accident.,nan,I-77 N,R,Charlotte,Mecklenburg,NC,28217,US,US/Eastern,KCLT,16-05-17 5:52,70,nan,47,30.02,10,ENE,6.9,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
2,33:00.0,52:44.0,36.766144,-77.477957,36.736514,-77.520177,3.107,Incident on I-95 SB near MM 17 Expect delays.,nan,I-95 S,R,Jarratt,Sussex,VA,23867,US,US/Eastern,KEMV,11-11-20 23:35,68,68,100,29.81,2,ESE,3,0.32,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
2,22-09-17 17:01,22-09-17 23:01,42.145975,-75.902277,42.146413,-75.901895,0.036,At Smith Hill Rd - Accident.,1073,Upper Front St,L,Binghamton,Broome,NY,13905-1221,US,US/Eastern,KBGM,22-09-17 16:53,75,nan,40,30.06,10,North,12.7,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
4,02-04-20 9:12,02-04-20 9:27,38.89591,-77.09614,38.89591,-77.09614,0,Closed at US-29/Lee Hwy - Road closed due to accident.,nan,Spout Run Pkwy,R,Arlington,Arlington,VA,22201,US,US/Eastern,KDCA,02-04-20 8:52,49,43,43,29.94,10,NW,15,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
2,30-03-18 14:36,30-03-18 15:36,42.085682,-88.335518,42.085682,-88.335518,0,Accident on County Hwy-34 Randall Rd Westbound near Saddle Club Pkwy.,nan,Saddle Club Pkwy,R,Elgin,Kane,IL,60123,US,US/Central,KDPA,30-03-18 14:52,46,nan,50,30.22,9,North,nan,nan,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
2,04-04-19 8:29,04-04-19 8:59,41.339722,-96.039421,41.339722,-96.039421,0,Accident on Bondesson St at Clay St.,8198,Bondesson St,L,Omaha,Douglas,NE,68122,US,US/Central,KBTA,04-04-19 8:35,44,38,87,28.68,10,E,12,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,08-12-17 17:42,08-12-17 18:12,39.888756,-82.930305,39.888756,-82.930305,0,Accident on Alum Creek Dr at Williams Rd.,2399,Williams Rd,R,Columbus,Franklin,OH,43207-3501,US,US/Eastern,KLCK,08-12-17 17:35,25.3,21.1,58,29.99,10,WSW,3.5,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
2,04-08-17 18:08,05-08-17 0:08,42.4747,-71.22629,42.47958,-71.20931,0.929,At US-3/Middlesex Tpke/Exit 32 - Accident.,nan,MA-128 N,R,Lexington,Middlesex,MA,2420,US,US/Eastern,KBED,04-08-17 17:56,80.1,nan,56,30.01,10,South,16.1,nan,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,23-11-16 11:54,23-11-16 17:54,34.11853,-117.84169,34.11771,-117.84919,0.433,At Sunflower Ave - Accident. Left lane blocked.,nan,Foothill Fwy W,R,Glendora,Los Angeles,CA,91740,US,US/Pacific,KPOC,23-11-16 11:47,64.4,nan,49,30.15,10,Variable,4.6,nan,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,03-10-20 7:57,03-10-20 9:14,38.837174,-77.089959,38.843194,-77.082119,0.592,Incident on I-395 NB near MM 6 Expect delays.,nan,Henry Shirley Memorial Hwy N,R,Arlington,Arlington,VA,22206,US,US/Eastern,KDCA,03-10-20 7:52,51,51,74,30.24,10,NNW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
2,17-08-18 7:34,17-08-18 8:03,33.11971,-117.10169,33.11459,-117.09879,0.392,At Valley Pky - Accident. Right lane blocked.,nan,Escondido Fwy S,R,Escondido,San Diego,CA,92029,US,US/Pacific,KCRQ,17-08-18 7:53,72,nan,84,30.05,7,Calm,nan,nan,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
2,29-02-20 12:00,29-02-20 13:12,34.380099,-118.568777,34.380099,-118.568777,0,At I-5 - Accident.,nan,Marriott Way,R,Stevenson Ranch,Los Angeles,CA,91381,US,US/Pacific,K3A6,29-02-20 11:51,68,68,37,29.19,10,SSE,9,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
